epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
139,17707.9,0.54623,0.47223,0.9618,0.45987,0.4659,0.45043,0.22487,1.87174,1.79755,1.67167,0.000172,0.000172,0.000172
140,17829.5,0.54138,0.4668,0.96091,0.45739,0.46701,0.45443,0.22442,1.87218,1.79689,1.67175,0.000166,0.000166,0.000166
141,17955.7,1.69517,1.6201,1.64177,0.46284,0.46508,0.45226,0.22519,1.87019,1.79431,1.67108,0.00016,0.00016,0.00016
142,18076.9,1.64562,1.5413,1.60546,0.48038,0.45576,0.45488,0.22687,1.86707,1.78907,1.66886,0.000154,0.000154,0.000154
143,18198.7,1.61884,1.49949,1.58294,0.47854,0.45545,0.45536,0.22788,1.86497,1.78408,1.66753,0.000148,0.000148,0.000148
144,18322.3,1.60167,1.46467,1.56587,0.48236,0.45657,0.46003,0.22958,1.86322,1.77823,1.66535,0.000142,0.000142,0.000142
145,18444.8,1.5831,1.42652,1.55133,0.48298,0.45826,0.46158,0.23241,1.86188,1.77393,1.66318,0.000136,0.000136,0.000136
146,18566.8,1.5678,1.3998,1.53953,0.49421,0.45506,0.46543,0.2334,1.86035,1.76823,1.66021,0.00013,0.00013,0.00013
147,18686.6,1.55722,1.37018,1.52892,0.49463,0.45677,0.46664,0.23465,1.85995,1.76376,1.65869,0.000124,0.000124,0.000124
148,18808.7,1.53991,1.3421,1.51659,0.50363,0.45016,0.47322,0.23643,1.86101,1.75872,1.65877,0.000118,0.000118,0.000118
149,18931,1.53091,1.31696,1.50833,0.51422,0.46692,0.477,0.23813,1.86194,1.75559,1.65826,0.000112,0.000112,0.000112
150,19052.8,1.51815,1.29389,1.49671,0.52776,0.46869,0.47778,0.23913,1.86292,1.75295,1.65831,0.000106,0.000106,0.000106
